2025-01-16T08:00:00.000+02:00,7h54m56s,2,
2025-01-17T08:00:00.000+02:00,7h5m10s,2,
2025-01-20T08:00:00.000+02:00,8h12m41s,2,
2025-01-21T08:00:00.000+02:00,7h32m9s,2,
2025-01-22T08:00:00.000+02:00,8h13m11s,2,
2025-01-23T08:00:00.000+02:00,7h22m41s,2,
2025-01-24T08:00:00.000+02:00,6h30m38s,2,
2025-01-27T08:00:00.000+02:00,5h48m45s,2,
2025-01-28T08:00:00.000+02:00,7h57m16s,2,
2025-01-29T08:00:00.000+02:00,9h50s,2,
2025-01-30T08:00:00.000+02:00,8h19m31s,2,
2025-01-31T08:00:00.000+02:00,6h41m26s,2,
2025-02-03T08:00:00.000+02:00,8h11m58s,2,
2025-02-04T08:00:00.000+02:00,11h1m34s,2,
2025-02-05T08:00:00.000+02:00,9h20m14s,2,
2025-02-06T08:00:00.000+02:00,7h12m31s,2,
2025-02-07T08:00:00.000+02:00,6h30m30s,2,
2025-02-10T08:00:00.000+02:00,9h2m24s,2,
2025-02-11T08:00:00.000+02:00,10h12m59s,2,
2025-02-12T08:00:00.000+02:00,9h22m17s,2,
2025-02-13T08:00:00.000+02:00,7h3m44s,2,
2025-02-14T08:00:00.000+02:00,6h49m36s,2,
2025-02-17T08:00:00.000+02:00,7h56m45s,2,
2025-02-18T08:00:00.000+02:00,9h9m35s,2,
2025-02-19T08:00:00.000+02:00,9h41m11s,2,
2025-02-20T08:00:00.000+02:00,8h4m40s,2,
2025-02-21T08:00:00.000+02:00,9h44m46s,2,
2025-02-24T08:00:00.000+02:00,8h39m4s,2,
2025-02-25T08:00:00.000+02:00,8h52m47s,2,
2025-02-27T08:00:00.000+02:00,10h38m49s,2,
2025-02-28T08:00:00.000+02:00,8h43m51s,2,
2025-03-03T08:00:00.000+02:00,9h18m26s,2,
2025-03-04T08:00:00.000+02:00,6h26m4s,2,
2025-03-05T08:00:00.000+02:00,8h11m2s,2,
2025-03-06T08:00:00.000+02:00,9h34m44s,2,
2025-03-07T08:00:00.000+02:00,7h41m30s,2,
2025-03-10T08:00:00.000+02:00,9h3m37s,2,
2025-03-11T08:00:00.000+02:00,7h29m52s,2,
2025-03-12T08:00:00.000+02:00,9h5m22s,2,
2025-03-13T08:00:00.000+02:00,7h45m17s,2,
2025-03-14T08:00:00.000+02:00,8h3m43s,2,
2025-03-15T08:00:00.000+02:00,58m,2,
2025-03-17T08:00:00.000+02:00,7h27m8s,2,
2025-03-18T08:00:00.000+02:00,7h59m7s,2,
2025-03-19T08:00:00.000+02:00,8h50m22s,2,
2025-03-20T08:00:00.000+02:00,8h17m9s,2,
2025-03-21T08:00:00.000+02:00,8h43m11s,2,
2025-03-24T08:00:00.000+02:00,7h20m17s,2,
2025-03-25T08:00:00.000+02:00,7h39m5s,2,
2025-03-26T08:00:00.000+02:00,8h5m4s,2,
2025-03-27T08:00:00.000+02:00,8h37m10s,2,
2025-03-28T08:00:00.000+02:00,9h4m46s,2,
2025-03-29T08:00:00.000+02:00,2h2m12s,2,
2025-03-31T08:00:00.000+03:00,9h55m31s,2,
2025-04-01T08:00:00.000+03:00,8h39m35s,2,
2025-04-02T08:00:00.000+03:00,7h17m51s,2,
2025-04-03T08:00:00.000+03:00,7h40m51s,2,
2025-04-04T08:00:00.000+03:00,8h7m6s,2,
2025-04-07T08:00:00.000+03:00,8h36m12s,2,
2025-04-08T08:00:00.000+03:00,9h20m58s,2,
2025-04-09T08:00:00.000+03:00,9h37m17s,2,
2025-04-10T08:00:00.000+03:00,14h43m40s,2,
2025-04-11T08:00:00.000+03:00,4h7m53s,2,
